1485,1297.0943426169886
1427,1053.7862084101516
1477,865.8292067331214
1339,735.36598389852838
1332,663.68772532859998
1538,664.60394837594492
1585,704.56251315272561
1459,734.0715802514253
1591,767.64965253276125
1518,785.01588701552714
1420,776.98502138573508
1460,764.74714933723453
1584,770.85998725665331
1496,772.43098099541635
1526,774.9630651981397
1525,777.30255132605305
1493,774.6427503027279
1507,772.17549642845961
1498,769.36878174832373
1492,766.31826828631915
1461,759.82001518564334
1539,763.78207235231082
1581,777.36787828454089
1307,755.17584244790896
1503,747.67817133062556
1502,749.90169835952281
1630,772.80184335074375
1569,791.20130778232885
1647,812.56606591622972
1535,814.99389422266984
1468,798.78530798622796
1477,779.63693150256472
1462,762.52182834041116
1545,761.93901229987227
1499,763.16330590344467
2000,831.31754342899421
1451,840.2845619450768
1520,826.31566535569914
1491,802.84134510684748
2000,849.33859313734138
1501,850.62864238283441
1409,816.04968312594053
1460,781.4977257989749
1456,756.25827019634517
1516,749.95122473336721
1531,756.0306840782431
2000,828.47941349101143
1465,841.95654497491455
1662,848.52707950666786
1492,829.05064842854483
1499,803.29895965286346
1509,783.2600572135434
1718,799.13684609513507
1466,794.17112316320265
1431,775.02186593284773
1466,759.37150958502298
1374,737.51254190744271
1483,732.81564933246784
1464,735.11518516891044
1573,754.22287091732937
1490,765.11702394277097
1434,761.39044173006266
1471,756.86269521647466
1557,764.96368743129187
1492,768.28498794255984
1498,768.95024144273157
1512,770.18983719641915
1482,767.4398020804789
1420,755.2248118398137
1483,750.19773755205529
1469,748.25883559453541
1533,756.62639223055965
1506,764.04097991992637
1566,776.81669466419373
1507,780.98710210214995
1445,771.58191719756985
1538,770.80996348387089
1454,763.47013737307464
1256,728.27542416889787
1506,722.52987633145517
2000,798.83840430576106
1487,825.04629490227683
1753,854.07452361841513
1475,841.22515815754252
2000,881.70715116966312
1510,872.71700609533013
1524,843.02248736495051
1523,812.43635112691118
1486,784.90039561047786
1548,774.23365351266273
1365,749.86083039906521
2000,809.5706644055058
1444,819.89333461008448
1507,810.31521751162313
1531,798.37197810912767
1541,790.18025137954294
1490,779.13333350465564
2000,837.51675484242037
1450,840.40757729333654
1461,815.88998426869614
1482,789.06244662856284
1549,777.66770035433638
1517,772.31568198928653
2000,835.23594912836006
1441,839.52222913704327
1460,815.65494870396674
1472,787.83348187351351
2000,836.41627705093515
1507,842.95251991885129
2000,891.61404187155279
1446,874.9282325915915
1456,831.75369089697904
1492,793.77292710712038
2000,836.45989427343716
1485,837.48906257007593
1485,816.41594657371456
1454,787.38012344934043
1482,766.34942926742906
1519,759.69433421923156
2000,825.52058830517876
1425,831.59703118990956
1492,814.83032243826847
1471,790.41735623578074
2000,839.76577021414516
1541,850.2512281756749
1583,843.26396463030244
1296,792.63008818476533
1431,752.83497990056912
1471,734.96065313036445
1471,731.79486536317074
2000,806.43288165992647
1551,838.36956532618603
1461,827.75845793578605
1429,796.65269907933259
1508,775.46916548542663
1492,762.83663095601878
2000,825.01015825824334
1464,834.84064419945605
1461,814.96401150168128
1246,758.93349292402593
1507,735.79891694468756
1623,750.64924093689172
2000,829.0475836184072
1566,858.42292429816916
1490,845.18141612000659
1436,809.30317674692651
1471,777.69716079067734
1482,758.32549085950791
1473,748.45472624751062
1525,752.28496154004961
1512,759.66011687443415
1493,763.92700171667775
1425,756.46891064175963
2000,822.15027705961143
1491,837.8887704387713
1528,828.87390372202663
1509,809.30916057299669
1491,787.98330365691254
1447,765.73663658765088
2000,822.61383793345408
1472,831.86687090141311
1543,823.54733402755346
1460,799.31771787526429
1585,790.88398516231246
1439,773.05597310625058
2000,829.78973203586634
1769,876.6222746846654
1519,871.31390115161958
1487,838.7339585239057
2000,871.4139525435362
1396,846.65138673552576
1477,810.15361786947756
1561,790.34425635224557
1512,777.28406260805718
1515,770.77940658861087
1489,765.45885898233712
2000,830.0687635497718
1476,841.17215548937361
1557,833.00321854746574
1459,806.2164653449646
1460,778.10486030964864
1510,763.79404033248625
2000,825.10636412359167
1423,829.06865383609352
1495,812.46179076032581
1461,787.45521973395921
2000,837.28493312678916
1517,845.45847757743195
2000,894.21706534712018
1000,817.38217552563754
1497,766.08570882018819
1465,739.26207211443784
2000,801.53379268561309
1508,823.70605128312525
1543,823.49473554858207
1510,809.46980168096559
1496,791.18052971421002
1549,783.01589866794075
1486,773.46782226567336
2000,834.02549728192253
1454,839.35070563644263
1507,822.34361006678046
1497,799.34375432098523
1527,783.96981018288739
1475,769.4025716909066
2000,828.8139915468164
1503,841.60353118370824
1497,826.24257943138537
1460,797.88312334287946
1553,783.78084777523259
1469,769.20564028170952
2000,828.62416509499008
1455,835.06755773592295
1456,812.92549535634021
1491,789.10611702736617
2000,839.21621311627348
1439,836.58047939664107
1525,819.16595247400619
1438,789.12157856360068
1454,763.3259469486718
1390,738.02340574503933
2000,800.7529627435822
1441,814.40295996855752
1487,805.0854851181025
1466,785.87520155118943
1508,773.07922389475357
1521,768.61248932780313
2000,832.96074126552492
1416,835.15666951916785
1478,813.79695540754494
1431,782.23622745320768
1411,751.88305014119192
1442,734.35918193020484
1420,724.49941573530793
1426,721.31119183219414
1368,714.20313884480686
1355,705.1864708674965
1311,691.84898364982769
2000,771.85453473353232
1119,757.98450923389532
1246,717.70000278127043
1260,679.76186357930476
1266,654.13749556951052
1180,629.4566522355467
2000,720.67960835609733
1091,721.96781480353297
1124,681.6627072149937
1031,622.16664640593763
1065,574.49442473073259
1047,542.86374089539322
2000,653.82795653101607
1000,669.87026400924049
1060,641.05363591569471
1021,595.87678394753971
1053,559.95447321765164
1036,535.85759051237505
1039,523.77629734623201
1068,524.11349287852443
1019,523.42815593015484
1338,564.67362447616074
1019,572.60019633444449
2000,692.39989826827377
1090,713.7160482136627
1045,673.82930586386362
1017,614.22271022175903
1056,567.37724347968901
2000,665.08159072899889
1018,674.68118248934127
1026,637.34374706939934
1096,599.23776081249594
1027,562.54133527400995
1101,545.87985049591521
1060,537.55352455516561
2000,660.19018297911794
1018,681.96069505558262
1023,647.51617944781947
1042,600.6571109218072
1023,558.84552474520376
2000,660.83530587070823
1048,677.46058307035082
1016,641.29710622257971
1000,589.74330997382856
1026,548.97849318297995
2000,654.14775495452227
1079,678.12041725140375
1023,646.12563657193948
1021,597.91116173576415
1070,562.37905701775856
1000,533.10946307757217
2000,647.43170989509429
1012,668.28534215361253
1063,642.47984614220127
1000,595.44151192585423
1040,556.94428469070385
1024,530.85915696274844
2000,647.35477529981404
1069,676.77509300345287
1125,661.04571868204334
1111,628.54963344713406
2000,716.1271252557591
1214,733.48200754868094
1312,722.96302533316111
1242,694.59036822537007
1289,671.99623711736592
1348,666.31001773481239
1368,672.62032487930139
2000,766.84093298273046
1487,809.59572943246951
1459,810.83724178243392
1415,787.63447265530885
1488,769.58622551791814
1485,758.84920265021458
2000,822.88790288527991
1456,833.0431607501024
1508,820.01006531030669
1488,798.18283767079629
1543,785.70500212425497
1503,775.77025874893911
2000,835.65212781952255
1456,840.50486221048857
1455,816.0561264155308
1498,791.30334997839805
2000,840.45664943402176
1300,818.52854178594055
1523,796.40671332818818
1545,784.8072474360647
1479,772.3138607482972
1498,764.91130582959249
1724,792.0247257003241
2000,865.14583382525961
1456,867.67011094850261
1500,840.76914079047117
1482,806.37260842321166
1518,782.81356510861588
1557,775.87773447528696
2000,837.42336864309118
1464,843.58050846474055
1482,822.51439320598251
1425,787.92184600824146
1664,788.39050595670642
1462,778.75135520083734
2000,837.64852099883137
1524,850.59499612231741
1528,837.12499007488566
1513,813.89793856460176
1523,794.02044958737361
1363,759.77831420069117
2000,812.4694471245466
1454,820.28257414165819
1456,802.77863700335843
1636,803.09090646564823
2000,860.90140222019295
1504,864.33853858003954
